Priority,WorkOrder,capable_resource_groups,idle_minutes,ETA,DueDate,Delay,DelayWithoutIdleTime,TimeDifference
322,WO117567-10,36,16561,2024-01-11 14:43:00.000,2024-04-24 00:00:00.000,-104 days +14:43:00,-115 days +02:42:00,11 days 12:01:00
322,WO117568-10,36,16531,2024-01-11 14:13:00.000,2024-04-24 00:00:00.000,-104 days +14:13:00,-115 days +02:42:00,11 days 11:31:00
322,WO117569-10,2|1,161,2024-01-11 11:19:00.000,2024-04-24 00:00:00.000,-104 days +11:19:00,-104 days +08:38:00,0 days 02:41:00
321,WO117570-10,2|1,341,2024-01-02 10:04:00.000,2024-04-24 00:00:00.000,-113 days +10:04:00,-113 days +04:23:00,0 days 05:41:00
322,WO117571-10,36,15321,2024-01-09 11:35:00.000,2024-04-24 00:00:00.000,-106 days +11:35:00,-117 days +20:14:00,10 days 15:21:00
322,WO117571-20,2|1,0,2024-01-09 13:35:00.000,2024-04-24 00:00:00.000,-106 days +13:35:00,-106 days +13:35:00,0 days 00:00:00
322,WO117572-10,36,15501,2024-01-09 14:35:00.000,,,,
322,WO117573-10,36,15381,2024-01-09 12:45:00.000,,,,
322,WO117574-10,36,15351,2024-01-09 12:05:00.000,2024-04-24 00:00:00.000,-106 days +12:05:00,-117 days +20:14:00,10 days 15:51:00
322,WO117575-10,36,15421,2024-01-09 14:05:00.000,2024-04-24 00:00:00.000,-106 days +14:05:00,-117 days +21:04:00,10 days 17:01:00
321,WO117576-10,36,9033,2023-12-21 11:05:00.000,2024-04-24 00:00:00.000,-125 days +11:05:00,-131 days +04:32:00,6 days 06:33:00
321,WO117577-10,36,8269,2023-12-19 15:03:00.000,2024-04-24 00:00:00.000,-127 days +15:03:00,-133 days +21:14:00,5 days 17:49:00
321,WO117577-20,2|1,0,2023-12-19 17:03:00.000,2024-04-24 00:00:00.000,-127 days +17:03:00,-127 days +17:03:00,0 days 00:00:00
321,WO117578-10,36,8963,2023-12-21 09:05:00.000,,,,
321,WO117579-10,36,8993,2023-12-21 09:45:00.000,,,,
321,WO117580-10,36,9113,2023-12-21 11:35:00.000,2024-04-24 00:00:00.000,-125 days +11:35:00,-131 days +03:42:00,6 days 07:53:00
322,WO117581-10,36,15141,2024-01-09 08:35:00.000,,,,
322,WO117581-20,24,0,2024-01-09 14:53:00.000,2024-04-24 00:00:00.000,-106 days +14:53:00,-106 days +14:53:00,0 days 00:00:00
322,WO117581-30,69,12823,2024-02-15 11:11:00.000,2024-04-24 00:00:00.000,-69 days +11:11:00,-78 days +13:28:00,8 days 21:43:00
322,WO117583-10,36,17626,2024-01-16 11:10:00.000,2024-04-24 00:00:00.000,-99 days +11:10:00,-111 days +05:24:00,12 days 05:46:00
322,WO117583-20,24,246,2024-01-17 12:34:00.000,2024-04-24 00:00:00.000,-98 days +12:34:00,-98 days +08:28:00,0 days 04:06:00
322,WO117584-10,36,17466,2024-01-16 08:30:00.000,2024-04-24 00:00:00.000,-99 days +08:30:00,-111 days +05:24:00,12 days 03:06:00
322,WO117584-20,24,406,2024-01-18 06:52:00.000,2024-04-24 00:00:00.000,-97 days +06:52:00,-97 days +00:06:00,0 days 06:46:00
322,WO117585-10,36,17586,2024-01-16 09:10:00.000,2024-04-24 00:00:00.000,-99 days +09:10:00,-111 days +04:04:00,12 days 05:06:00
322,WO117585-20,24,366,2024-01-17 14:57:00.000,2024-04-24 00:00:00.000,-98 days +14:57:00,-98 days +08:51:00,0 days 06:06:00
322,WO117587-10,36,16401,2024-01-11 12:13:00.000,2024-04-24 00:00:00.000,-104 days +12:13:00,-115 days +02:52:00,11 days 09:21:00
322,WO117588-10,36,15531,2024-01-09 15:05:00.000,,,,
322,WO117588-20,24,11,2024-01-10 08:20:00.000,,,,
322,WO117589-10,36,16371,2024-01-11 11:33:00.000,,,,
322,WO117590-10,69,1021,2023-11-28 15:15:00.000,2024-04-24 00:00:00.000,-148 days +15:15:00,-149 days +22:14:00,0 days 17:01:00
322,WO117591-10,36,17816,2024-01-16 12:50:00.000,2024-04-24 00:00:00.000,-99 days +12:50:00,-111 days +03:54:00,12 days 08:56:00
322,WO117593-10,36,17776,2024-01-16 12:20:00.000,2024-04-24 00:00:00.000,-99 days +12:20:00,-111 days +04:04:00,12 days 08:16:00
322,WO117594-10,36,17435,2024-01-15 15:15:00.000,2024-04-24 00:00:00.000,-100 days +15:15:00,-112 days +12:40:00,12 days 02:35:00
322,WO117595-10,36,17746,2024-01-16 11:40:00.000,2024-04-24 00:00:00.000,-99 days +11:40:00,-111 days +03:54:00,12 days 07:46:00
322,WO117596-10,84,45997,2024-01-17 10:30:00.000,2024-04-24 00:00:00.000,-98 days +10:30:00,-130 days +11:53:00,31 days 22:37:00
322,WO117596-20,24,267,2024-01-18 12:16:00.000,2024-04-24 00:00:00.000,-97 days +12:16:00,-97 days +07:49:00,0 days 04:27:00
322,WO117597-10,36,18363,2024-01-17 13:11:00.000,2024-04-24 00:00:00.000,-98 days +13:11:00,-111 days +19:08:00,12 days 18:03:00
322,WO117597-20,69,12871,2024-02-23 10:50:00.000,2024-04-24 00:00:00.000,-61 days +10:50:00,-70 days +12:19:00,8 days 22:31:00
321,WO117598-10,84,40262,2024-01-15 09:45:00.000,2024-04-24 00:00:00.000,-100 days +09:45:00,-128 days +10:43:00,27 days 23:02:00
321,WO117599-10,36,8119,2023-12-19 14:33:00.000,2024-04-24 00:00:00.000,-127 days +14:33:00,-133 days +23:14:00,5 days 15:19:00
321,WO117599-20,70,43,2024-01-03 07:25:00.000,2024-04-24 00:00:00.000,-112 days +07:25:00,-112 days +06:42:00,0 days 00:43:00
321,WO117599-30,42,0,2024-01-03 10:45:00.000,2024-04-24 00:00:00.000,-112 days +10:45:00,-112 days +10:45:00,0 days 00:00:00
321,WO117599-40,39,0,2024-01-04 09:43:00.000,2024-04-24 00:00:00.000,-111 days +09:43:00,-111 days +09:43:00,0 days 00:00:00
321,WO117606-10,84,33537,2024-01-11 11:34:00.000,2024-04-24 00:00:00.000,-104 days +11:34:00,-127 days +04:37:00,23 days 06:57:00
321,WO117607-10,84,41043,2024-01-11 08:00:00.000,2024-04-24 00:00:00.000,-104 days +08:00:00,-133 days +19:57:00,28 days 12:03:00
321,WO117607-20,46,105,2024-01-11 10:44:00.000,2024-04-24 00:00:00.000,-104 days +10:44:00,-104 days +08:59:00,0 days 01:45:00
322,WO117611-10,74|106|108,45,2024-04-12 01:55:00.000,2024-04-24 00:00:00.000,-12 days +01:55:00,-12 days +01:10:00,0 days 00:45:00
322,WO117611-20,9,0,2024-04-12 09:30:00.000,2024-04-24 00:00:00.000,-12 days +09:30:00,-12 days +09:30:00,0 days 00:00:00
321,WO117612-10,74|106|108,370,2024-03-22 01:55:00.000,2024-04-24 00:00:00.000,-33 days +01:55:00,-34 days +19:45:00,0 days 06:10:00
321,WO117612-20,9,0,2024-03-22 09:30:00.000,2024-04-24 00:00:00.000,-33 days +09:30:00,-33 days +09:30:00,0 days 00:00:00
322,WO117613-10,36,15061,2024-01-09 07:35:00.000,,,,
322,WO117614-10,16|17,0,2024-02-22 11:45:00.000,2024-04-24 00:00:00.000,-62 days +11:45:00,-62 days +11:45:00,0 days 00:00:00
322,WO117615-10,2|1,266,2024-01-10 10:52:00.000,2024-04-24 00:00:00.000,-105 days +10:52:00,-105 days +06:26:00,0 days 04:26:00
322,WO117616-10,27,526,2024-01-11 07:19:00.000,2024-04-24 00:00:00.000,-104 days +07:19:00,-105 days +22:33:00,0 days 08:46:00
322,WO117617-10,84,42429,2024-01-12 09:05:00.000,2024-04-24 00:00:00.000,-103 days +09:05:00,-133 days +21:56:00,29 days 11:09:00
322,WO117618-10,84,41503,2024-01-12 07:05:00.000,2024-04-24 00:00:00.000,-103 days +07:05:00,-132 days +11:22:00,28 days 19:43:00
322,WO117618-20,3,14189,2024-02-22 10:50:00.000,2024-04-24 00:00:00.000,-62 days +10:50:00,-72 days +14:21:00,9 days 20:29:00
322,WO117619-10,84,42394,2024-01-12 08:10:00.000,2024-04-24 00:00:00.000,-103 days +08:10:00,-133 days +21:36:00,29 days 10:34:00
322,WO117620-10,84,42334,2024-01-12 07:00:00.000,2024-04-24 00:00:00.000,-103 days +07:00:00,-133 days +21:26:00,29 days 09:34:00
322,WO117620-20,3,14224,2024-02-22 11:20:00.000,2024-04-24 00:00:00.000,-62 days +11:20:00,-72 days +14:16:00,9 days 21:04:00
322,WO117621-10,84,42369,2024-01-12 07:35:00.000,2024-04-24 00:00:00.000,-103 days +07:35:00,-133 days +21:26:00,29 days 10:09:00
322,WO117622-10,84,42399,2024-01-12 08:05:00.000,2024-04-24 00:00:00.000,-103 days +08:05:00,-133 days +21:26:00,29 days 10:39:00
322,WO117623-10,16|17,254,2024-01-16 10:14:43.200,2024-04-24 00:00:00.000,-99 days +10:14:43.200000,-99 days +06:00:43.200000,0 days 04:14:00
322,WO117624-10,84,42434,2024-01-12 08:40:00.000,2024-04-24 00:00:00.000,-103 days +08:40:00,-133 days +21:26:00,29 days 11:14:00
322,WO117625-10,27,366,2024-01-11 07:20:00.000,2024-04-24 00:00:00.000,-104 days +07:20:00,-104 days +01:14:00,0 days 06:06:00
321,WO117626-10,36,7029,2023-12-15 08:45:00.000,,,,
321,WO117627-10,16|17,0,2024-02-20 09:54:00.000,2024-04-24 00:00:00.000,-64 days +09:54:00,-64 days +09:54:00,0 days 00:00:00
321,WO117628-10,2|1,561,2023-12-19 10:52:00.000,2024-04-24 00:00:00.000,-127 days +10:52:00,-127 days +01:31:00,0 days 09:21:00
321,WO117629-10,27,296,2023-12-19 14:49:00.000,2024-04-24 00:00:00.000,-127 days +14:49:00,-127 days +09:53:00,0 days 04:56:00
321,WO117630-10,84,30965,2024-01-01 10:40:00.000,2024-04-24 00:00:00.000,-114 days +10:40:00,-136 days +22:35:00,21 days 12:05:00
321,WO117631-10,84,30885,2024-01-01 09:00:00.000,2024-04-24 00:00:00.000,-114 days +09:00:00,-136 days +22:15:00,21 days 10:45:00
321,WO117631-20,3,17435,2024-02-20 08:59:00.000,2024-04-24 00:00:00.000,-64 days +08:59:00,-76 days +06:24:00,12 days 02:35:00
321,WO117632-10,84,30925,2024-01-01 09:40:00.000,2024-04-24 00:00:00.000,-114 days +09:40:00,-136 days +22:15:00,21 days 11:25:00
321,WO117633-10,84,30897,2024-01-01 09:02:00.000,2024-04-24 00:00:00.000,-114 days +09:02:00,-136 days +22:05:00,21 days 10:57:00
321,WO117633-20,3,17493,2024-02-20 09:59:00.000,2024-04-24 00:00:00.000,-64 days +09:59:00,-76 days +06:26:00,12 days 03:33:00
321,WO117634-10,84,30952,2024-01-01 09:57:00.000,2024-04-24 00:00:00.000,-114 days +09:57:00,-136 days +22:05:00,21 days 11:52:00
321,WO117635-10,84,30927,2024-01-01 09:32:00.000,2024-04-24 00:00:00.000,-114 days +09:32:00,-136 days +22:05:00,21 days 11:27:00
321,WO117636-10,16|17,5,2024-01-02 07:25:00.000,2024-04-24 00:00:00.000,-113 days +07:25:00,-113 days +07:20:00,0 days 00:05:00
321,WO117637-10,84,30957,2024-01-01 10:02:00.000,2024-04-24 00:00:00.000,-114 days +10:02:00,-136 days +22:05:00,21 days 11:57:00
321,WO117638-10,27,136,2023-12-19 10:50:00.000,2024-04-24 00:00:00.000,-127 days +10:50:00,-127 days +08:34:00,0 days 02:16:00
322,WO117639-10,36,14640,2024-01-08 10:10:00.000,2024-04-24 00:00:00.000,-107 days +10:10:00,-117 days +06:10:00,10 days 04:00:00
322,WO117640-10,36,14740,2024-01-08 10:40:00.000,2024-04-24 00:00:00.000,-107 days +10:40:00,-117 days +05:00:00,10 days 05:40:00
322,WO117641-10,36,14770,2024-01-08 11:10:00.000,2024-04-24 00:00:00.000,-107 days +11:10:00,-117 days +05:00:00,10 days 06:10:00
322,WO117642-10,84,42223,2024-01-12 03:40:00.000,2024-04-24 00:00:00.000,-103 days +03:40:00,-133 days +19:57:00,29 days 07:43:00
322,WO117642-20,8,788,2024-01-15 14:52:00.000,2024-04-24 00:00:00.000,-100 days +14:52:00,-100 days +01:44:00,0 days 13:08:00
322,WO117643-10,84,42253,2024-01-12 04:15:00.000,,,,
322,WO117644-10,36,14580,2024-01-08 08:00:00.000,2024-04-24 00:00:00.000,-107 days +08:00:00,-117 days +05:00:00,10 days 03:00:00
322,WO117645-10,36,14610,2024-01-08 08:30:00.000,2024-04-24 00:00:00.000,-107 days +08:30:00,-117 days +05:00:00,10 days 03:30:00
322,WO117646-10,84,42193,2024-01-12 03:10:00.000,2024-04-24 00:00:00.000,-103 days +03:10:00,-133 days +19:57:00,29 days 07:13:00
322,WO117646-20,3,14154,2024-02-22 09:50:00.000,2024-04-24 00:00:00.000,-62 days +09:50:00,-72 days +13:56:00,9 days 19:54:00
322,WO117647-10,84,42163,2024-01-12 02:40:00.000,2024-04-24 00:00:00.000,-103 days +02:40:00,-133 days +19:57:00,29 days 06:43:00
322,WO117647-20,3,14114,2024-02-22 09:10:00.000,2024-04-24 00:00:00.000,-62 days +09:10:00,-72 days +13:56:00,9 days 19:14:00
321,WO117648-10,36,6768,2023-12-14 14:00:00.000,2024-04-24 00:00:00.000,-132 days +14:00:00,-137 days +21:12:00,4 days 16:48:00
321,WO117649-10,36,6898,2023-12-14 15:00:00.000,2024-04-24 00:00:00.000,-132 days +15:00:00,-137 days +20:02:00,4 days 18:58:00
321,WO117650-10,36,6868,2023-12-14 14:30:00.000,2024-04-24 00:00:00.000,-132 days +14:30:00,-137 days +20:02:00,4 days 18:28:00
321,WO117651-10,84,30855,2024-01-01 08:20:00.000,2024-04-24 00:00:00.000,-114 days +08:20:00,-136 days +22:05:00,21 days 10:15:00
321,WO117651-20,8,57,2024-01-01 09:47:00.000,2024-04-24 00:00:00.000,-114 days +09:47:00,-114 days +08:50:00,0 days 00:57:00
321,WO117652-10,84,30862,2024-01-01 08:32:00.000,,,,
321,WO117653-10,36,6708,2023-12-14 11:50:00.000,2024-04-24 00:00:00.000,-132 days +11:50:00,-137 days +20:02:00,4 days 15:48:00
321,WO117654-10,36,6738,2023-12-14 12:20:00.000,2024-04-24 00:00:00.000,-132 days +12:20:00,-137 days +20:02:00,4 days 16:18:00
321,WO117655-10,84,30825,2024-01-01 07:50:00.000,2024-04-24 00:00:00.000,-114 days +07:50:00,-136 days +22:05:00,21 days 09:45:00
321,WO117655-20,3,17395,2024-02-20 07:19:00.000,2024-04-24 00:00:00.000,-64 days +07:19:00,-76 days +05:24:00,12 days 01:55:00
321,WO117656-10,84,30832,2024-01-01 07:57:00.000,2024-04-24 00:00:00.000,-114 days +07:57:00,-136 days +22:05:00,21 days 09:52:00
321,WO117656-20,3,17428,2024-02-20 07:59:00.000,2024-04-24 00:00:00.000,-64 days +07:59:00,-76 days +05:31:00,12 days 02:28:00
321,WO117657-10,16|17,0,2024-02-20 10:16:00.000,2024-04-24 00:00:00.000,-64 days +10:16:00,-64 days +10:16:00,0 days 00:00:00
321,WO117658-10,84,30862,2024-01-01 08:27:00.000,2024-04-24 00:00:00.000,-114 days +08:27:00,-136 days +22:05:00,21 days 10:22:00
321,WO117658-20,3,17438,2024-02-20 08:29:00.000,2024-04-24 00:00:00.000,-64 days +08:29:00,-76 days +05:51:00,12 days 02:38:00
322,WO117659-10,36,14800,2024-01-08 12:50:00.000,,,,
321,WO117660-10,36,6928,2023-12-15 07:55:00.000,,,,
322,WO117661-10,84,42364,2024-01-12 07:30:00.000,2024-04-24 00:00:00.000,-103 days +07:30:00,-133 days +21:26:00,29 days 10:04:00
322,WO117661-20,3,14224,2024-02-22 11:50:00.000,2024-04-24 00:00:00.000,-62 days +11:50:00,-72 days +14:46:00,9 days 21:04:00
322,WO117662-10,84,42288,2024-01-12 04:45:00.000,2024-04-24 00:00:00.000,-103 days +04:45:00,-133 days +19:57:00,29 days 08:48:00
322,WO117662-20,3,14194,2024-02-22 10:20:00.000,2024-04-24 00:00:00.000,-62 days +10:20:00,-72 days +13:46:00,9 days 20:34:00
322,WO117663-10,36,14900,2024-01-08 13:30:00.000,,,,
322,WO117664-10,36,14940,2024-01-09 06:45:00.000,,,,
321,WO117665-10,84,30892,2024-01-01 08:57:00.000,2024-04-24 00:00:00.000,-114 days +08:57:00,-136 days +22:05:00,21 days 10:52:00
321,WO117665-20,3,17468,2024-02-20 09:29:00.000,2024-04-24 00:00:00.000,-64 days +09:29:00,-76 days +06:21:00,12 days 03:08:00
321,WO117666-10,84,30922,2024-01-01 09:27:00.000,2024-04-24 00:00:00.000,-114 days +09:27:00,-136 days +22:05:00,21 days 11:22:00
321,WO117666-20,3,17498,2024-02-20 10:29:00.000,2024-04-24 00:00:00.000,-64 days +10:29:00,-76 days +06:51:00,12 days 03:38:00
321,WO117667-10,36,7199,2023-12-15 11:25:00.000,,,,
321,WO117668-10,36,7079,2023-12-15 10:45:00.000,,,,
322,WO117669-10,16|17,455,2024-01-19 10:01:00.000,2024-04-24 00:00:00.000,-96 days +10:01:00,-96 days +02:26:00,0 days 07:35:00
322,WO117669-20,9,7986,2024-02-13 08:45:00.000,2024-04-24 00:00:00.000,-71 days +08:45:00,-77 days +19:39:00,5 days 13:06:00
322,WO117670-10,36,18127,2024-01-17 09:41:00.000,2024-04-24 00:00:00.000,-98 days +09:41:00,-111 days +19:34:00,12 days 14:07:00
322,WO117671-10,16|17,837,2024-01-17 12:02:00.000,2024-04-24 00:00:00.000,-98 days +12:02:00,-99 days +22:05:00,0 days 13:57:00
322,WO117671-20,9,8085,2024-02-09 08:55:00.000,2024-04-24 00:00:00.000,-75 days +08:55:00,-81 days +18:10:00,5 days 14:45:00
322,WO117673-10,36,17355,2024-01-15 14:05:00.000,2024-04-24 00:00:00.000,-100 days +14:05:00,-112 days +12:50:00,12 days 01:15:00
287,WO117674-10,67,25890,2024-02-14 11:25:00.000,2024-01-31 00:00:00.000,14 days 11:25:00,-4 days +11:55:00,17 days 23:30:00
252,WO117677-10,84,7506,2023-12-05 09:50:00.000,,,,
322,WO117678-10,74|106|108,12290,2024-04-09 16:15:00.000,2024-04-24 00:00:00.000,-15 days +16:15:00,-23 days +03:25:00,8 days 12:50:00
321,WO117679-10,74|106|108,822,2024-03-19 10:50:00.000,2024-04-24 00:00:00.000,-36 days +10:50:00,-37 days +21:08:00,0 days 13:42:00
321,WO117680-10,84,30792,2024-01-01 07:17:00.000,2024-04-24 00:00:00.000,-114 days +07:17:00,-136 days +22:05:00,21 days 09:12:00
321,WO117681-10,84,24449,2023-12-22 16:40:00.000,2024-04-24 00:00:00.000,-124 days +16:40:00,-141 days +17:11:00,16 days 23:29:00
321,WO117682-10,84,24479,2023-12-22 17:10:00.000,2024-04-24 00:00:00.000,-124 days +17:10:00,-141 days +17:11:00,16 days 23:59:00
321,WO117683-10,84,24349,2023-12-22 15:00:00.000,2024-04-24 00:00:00.000,-124 days +15:00:00,-141 days +17:11:00,16 days 21:49:00
321,WO117683-20,3,19804,2024-02-19 14:24:00.000,2024-04-24 00:00:00.000,-65 days +14:24:00,-79 days +20:20:00,13 days 18:04:00
321,WO117684-10,36,6307,2023-12-13 13:55:00.000,2024-04-24 00:00:00.000,-133 days +13:55:00,-137 days +04:48:00,4 days 09:07:00
321,WO117684-20,8,30,2023-12-13 15:00:00.000,2024-04-24 00:00:00.000,-133 days +15:00:00,-133 days +14:30:00,0 days 00:30:00
321,WO117685-10,36,6448,2023-12-14 07:30:00.000,2024-04-24 00:00:00.000,-132 days +07:30:00,-137 days +20:02:00,4 days 11:28:00
321,WO117685-20,8,0,2023-12-14 08:00:00.000,2024-04-24 00:00:00.000,-132 days +08:00:00,-132 days +08:00:00,0 days 00:00:00
321,WO117686-10,36,6367,2023-12-13 14:55:00.000,2024-04-24 00:00:00.000,-133 days +14:55:00,-137 days +04:48:00,4 days 10:07:00
321,WO117686-20,8,5,2023-12-14 06:45:00.000,2024-04-24 00:00:00.000,-132 days +06:45:00,-132 days +06:40:00,0 days 00:05:00
321,WO117687-10,36,6478,2023-12-14 08:00:00.000,2024-04-24 00:00:00.000,-132 days +08:00:00,-137 days +20:02:00,4 days 11:58:00
321,WO117687-20,3,23006,2024-02-19 14:54:00.000,2024-04-24 00:00:00.000,-65 days +14:54:00,-81 days +15:28:00,15 days 23:26:00
321,WO117688-10,84,24409,2023-12-22 16:10:00.000,2024-04-24 00:00:00.000,-124 days +16:10:00,-141 days +17:21:00,16 days 22:49:00
321,WO117689-10,84,24109,2023-12-22 11:30:00.000,,,,
321,WO117689-20,8,3071,2024-01-03 09:58:00.000,2024-04-24 00:00:00.000,-112 days +09:58:00,-114 days +06:47:00,2 days 03:11:00
321,WO117690-10,84,24259,2023-12-22 13:30:00.000,2024-04-24 00:00:00.000,-124 days +13:30:00,-141 days +17:11:00,16 days 20:19:00
321,WO117690-20,3,19714,2024-02-19 12:54:00.000,2024-04-24 00:00:00.000,-65 days +12:54:00,-79 days +20:20:00,13 days 16:34:00
321,WO117691-10,36,6418,2023-12-14 07:00:00.000,2024-04-24 00:00:00.000,-132 days +07:00:00,-137 days +20:02:00,4 days 10:58:00
321,WO117691-20,3,22886,2024-02-19 11:54:00.000,2024-04-24 00:00:00.000,-65 days +11:54:00,-81 days +14:28:00,15 days 21:26:00
321,WO117692-10,36,6337,2023-12-13 14:25:00.000,2024-04-24 00:00:00.000,-133 days +14:25:00,-137 days +04:48:00,4 days 09:37:00
321,WO117692-20,3,22907,2024-02-19 10:54:00.000,2024-04-24 00:00:00.000,-65 days +10:54:00,-81 days +13:07:00,15 days 21:47:00
321,WO117693-10,36,6277,2023-12-13 13:25:00.000,2024-04-24 00:00:00.000,-133 days +13:25:00,-137 days +04:48:00,4 days 08:37:00
321,WO117693-20,8,30,2023-12-13 14:25:00.000,2024-04-24 00:00:00.000,-133 days +14:25:00,-133 days +13:55:00,0 days 00:30:00
321,WO117693-30,3,22823,2024-02-19 09:30:00.000,2024-04-24 00:00:00.000,-65 days +09:30:00,-81 days +13:07:00,15 days 20:23:00
321,WO117694-10,84,24139,2023-12-22 11:30:00.000,,,,
321,WO117694-20,8,4141,2024-01-04 10:44:00.000,2024-04-24 00:00:00.000,-111 days +10:44:00,-114 days +13:43:00,2 days 21:01:00
321,WO117695-10,84,24109,2023-12-22 11:00:00.000,,,,
321,WO117695-20,8,4044,2024-01-04 08:37:00.000,2024-04-24 00:00:00.000,-111 days +08:37:00,-114 days +13:13:00,2 days 19:24:00
321,WO117696-10,18,231,2024-02-28 15:19:00.000,2024-04-24 00:00:00.000,-56 days +15:19:00,-56 days +11:28:00,0 days 03:51:00
321,WO117697-10,16|17,826,2023-12-19 07:59:43.800,2024-04-24 00:00:00.000,-127 days +07:59:43.800000,-128 days +18:13:43.800000,0 days 13:46:00
321,WO117698-10,16|17,676,2023-12-18 10:34:00.000,2024-04-24 00:00:00.000,-128 days +10:34:00,-129 days +23:18:00,0 days 11:16:00
321,WO117699-10,84,24620,2024-01-01 06:47:00.000,2024-04-24 00:00:00.000,-114 days +06:47:00,-131 days +04:27:00,17 days 02:20:00
321,WO117700-10,36,6548,2023-12-14 09:10:00.000,2024-04-24 00:00:00.000,-132 days +09:10:00,-137 days +20:02:00,4 days 13:08:00
321,WO117701-10,36,6618,2023-12-14 10:20:00.000,2024-04-24 00:00:00.000,-132 days +10:20:00,-137 days +20:02:00,4 days 14:18:00
321,WO117703-10,84,24620,2024-01-01 07:27:00.000,2024-04-24 00:00:00.000,-114 days +07:27:00,-131 days +05:07:00,17 days 02:20:00
321,WO117704-10,84,30822,2024-01-01 07:57:00.000,2024-04-24 00:00:00.000,-114 days +07:57:00,-136 days +22:15:00,21 days 09:42:00
321,WO117705-10,36,6508,2023-12-14 08:40:00.000,2024-04-24 00:00:00.000,-132 days +08:40:00,-137 days +20:12:00,4 days 12:28:00
321,WO117706-10,84,24620,2024-01-01 07:20:00.000,2024-04-24 00:00:00.000,-114 days +07:20:00,-131 days +05:00:00,17 days 02:20:00
321,WO117707-10,36,6197,2023-12-13 12:55:00.000,2024-04-24 00:00:00.000,-133 days +12:55:00,-137 days +05:38:00,4 days 07:17:00
321,WO117707-20,8,0,2023-12-13 13:55:00.000,2024-04-24 00:00:00.000,-133 days +13:55:00,-133 days +13:55:00,0 days 00:00:00
321,WO117708-10,84,24229,2023-12-22 13:00:00.000,2024-04-24 00:00:00.000,-124 days +13:00:00,-141 days +17:11:00,16 days 19:49:00
321,WO117708-20,3,19684,2024-02-19 12:24:00.000,2024-04-24 00:00:00.000,-65 days +12:24:00,-79 days +20:20:00,13 days 16:04:00
321,WO117709-10,84,24169,2023-12-22 12:00:00.000,2024-04-24 00:00:00.000,-124 days +12:00:00,-141 days +17:11:00,16 days 18:49:00
321,WO117709-20,3,19540,2024-02-19 10:24:00.000,2024-04-24 00:00:00.000,-65 days +10:24:00,-79 days +20:44:00,13 days 13:40:00
321,WO117710-10,36,6578,2023-12-14 09:50:00.000,2024-04-24 00:00:00.000,-132 days +09:50:00,-137 days +20:12:00,4 days 13:38:00
321,WO117711-10,36,6648,2023-12-14 11:20:00.000,2024-04-24 00:00:00.000,-132 days +11:20:00,-137 days +20:32:00,4 days 14:48:00
321,WO117712-10,84,24379,2023-12-22 15:30:00.000,2024-04-24 00:00:00.000,-124 days +15:30:00,-141 days +17:11:00,16 days 22:19:00
321,WO117712-20,3,19864,2024-02-20 06:39:00.000,2024-04-24 00:00:00.000,-64 days +06:39:00,-78 days +11:35:00,13 days 19:04:00
321,WO117713-10,84,24199,2023-12-22 12:30:00.000,2024-04-24 00:00:00.000,-124 days +12:30:00,-141 days +17:11:00,16 days 19:19:00
321,WO117713-20,3,19624,2024-02-19 11:24:00.000,2024-04-24 00:00:00.000,-65 days +11:24:00,-79 days +20:20:00,13 days 15:04:00
321,WO117714-10,84,24289,2023-12-22 14:00:00.000,2024-04-24 00:00:00.000,-124 days +14:00:00,-141 days +17:11:00,16 days 20:49:00
321,WO117714-20,3,19744,2024-02-19 13:24:00.000,2024-04-24 00:00:00.000,-65 days +13:24:00,-79 days +20:20:00,13 days 17:04:00
321,WO117715-10,84,24319,2023-12-22 14:30:00.000,2024-04-24 00:00:00.000,-124 days +14:30:00,-141 days +17:11:00,16 days 21:19:00
321,WO117715-20,3,19774,2024-02-19 13:54:00.000,2024-04-24 00:00:00.000,-65 days +13:54:00,-79 days +20:20:00,13 days 17:34:00
322,WO117716-10,84,42063,2024-01-12 01:00:00.000,2024-04-24 00:00:00.000,-103 days +01:00:00,-133 days +19:57:00,29 days 05:03:00
322,WO117717-10,84,42093,2024-01-12 01:30:00.000,2024-04-24 00:00:00.000,-103 days +01:30:00,-133 days +19:57:00,29 days 05:33:00
322,WO117718-10,84,41953,2024-01-11 23:10:00.000,2024-04-24 00:00:00.000,-104 days +23:10:00,-133 days +19:57:00,29 days 03:13:00
322,WO117719-10,84,41643,2024-01-11 18:00:00.000,2024-04-24 00:00:00.000,-104 days +18:00:00,-133 days +19:57:00,28 days 22:03:00
322,WO117719-20,3,13873,2024-02-21 13:45:00.000,2024-04-24 00:00:00.000,-63 days +13:45:00,-73 days +22:32:00,9 days 15:13:00
322,WO117720-10,36,13758,2024-01-04 08:20:00.000,2024-04-24 00:00:00.000,-111 days +08:20:00,-121 days +19:02:00,9 days 13:18:00
322,WO117720-20,8,890,2024-01-08 09:43:00.000,2024-04-24 00:00:00.000,-107 days +09:43:00,-108 days +18:53:00,0 days 14:50:00
322,WO117721-10,36,13788,2024-01-04 08:50:00.000,2024-04-24 00:00:00.000,-111 days +08:50:00,-121 days +19:02:00,9 days 13:48:00
322,WO117721-20,8,895,2024-01-08 10:13:00.000,2024-04-24 00:00:00.000,-107 days +10:13:00,-108 days +19:18:00,0 days 14:55:00
